Категория *;Название *;Slug;H1;Title (SEO);Description (SEO);Толщина (мм);Ширина (мм);Состояние;Поверхность;Цена за кг (?) *;Срок поставки;Изображение
441;Лента нержавеющая 0.45x220 мм AISI 441 мягкая 2BA;lenta-nerzhaveyuschaya-0-45x220-mm-aisi-441-myagkaya-2ba;сам впишу;сам впишу;сам впишу;0,45;220;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-0-45x220-mm-aisi-441-myagkaya-2ba.jpg
441;Лента нержавеющая 0.35x230 мм AISI 441 высоконагартованная BA;lenta-nerzhaveyuschaya-0-35x230-mm-aisi-441-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,35;230;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-35x230-mm-aisi-441-vysokonagartovannaya-ba.jpg
441;Лента нержавеющая 0.25x190 мм AISI 441 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-25x190-mm-aisi-441-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,25;190;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-25x190-mm-aisi-441-vysokonagartovannaya-2b.jpg
441;Лента нержавеющая 0.70x600 мм AISI 441 нагартованная 2B;lenta-nerzhaveyuschaya-0-70x600-mm-aisi-441-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,7;600;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-70x600-mm-aisi-441-nagartovannaya-2b.jpg
441;Лента нержавеющая 0.10x190 мм AISI 441 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-10x190-mm-aisi-441-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,1;190;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-10x190-mm-aisi-441-vysokonagartovannaya-2b.jpg
441;Лента нержавеющая 0.06x400 мм AISI 441 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-06x400-mm-aisi-441-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,06;400;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-06x400-mm-aisi-441-vysokonagartovannaya-2ba.jpg
441;Лента нержавеющая 0.35x40 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-0-35x40-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,35;40;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-35x40-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 1.80x230 мм AISI 441 мягкая 2BA;lenta-nerzhaveyuschaya-1-80x230-mm-aisi-441-myagkaya-2ba;сам впишу;сам впишу;сам впишу;1,8;230;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-1-80x230-mm-aisi-441-myagkaya-2ba.jpg
441;Лента нержавеющая 0.30x150 мм AISI 441 мягкая BA;lenta-nerzhaveyuschaya-0-30x150-mm-aisi-441-myagkaya-ba;сам впишу;сам впишу;сам впишу;0,3;150;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-0-30x150-mm-aisi-441-myagkaya-ba.jpg
441;Лента нержавеющая 1.00x50 мм AISI 441 нагартованная 2BA;lenta-nerzhaveyuschaya-1-00x50-mm-aisi-441-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;1;50;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-1-00x50-mm-aisi-441-nagartovannaya-2ba.jpg
441;Лента нержавеющая 0.20x35 мм AISI 441 высоконагартованная BA;lenta-nerzhaveyuschaya-0-20x35-mm-aisi-441-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,2;35;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-20x35-mm-aisi-441-vysokonagartovannaya-ba.jpg
441;Лента нержавеющая 0.40x40 мм AISI 441 высоконагартованная BA;lenta-nerzhaveyuschaya-0-40x40-mm-aisi-441-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,4;40;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-40x40-mm-aisi-441-vysokonagartovannaya-ba.jpg
441;Лента нержавеющая 0.20x230 мм AISI 441 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-20x230-mm-aisi-441-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,2;230;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-20x230-mm-aisi-441-vysokonagartovannaya-2ba.jpg
441;Лента нержавеющая 1.20x370 мм AISI 441 высоконагартованная 2B;lenta-nerzhaveyuschaya-1-20x370-mm-aisi-441-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;1,2;370;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-1-20x370-mm-aisi-441-vysokonagartovannaya-2b.jpg
441;Лента нержавеющая 1.80x130 мм AISI 441 мягкая 2B;lenta-nerzhaveyuschaya-1-80x130-mm-aisi-441-myagkaya-2b;сам впишу;сам впишу;сам впишу;1,8;130;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-1-80x130-mm-aisi-441-myagkaya-2b.jpg
441;Лента нержавеющая 0.25x150 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-0-25x150-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,25;150;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-25x150-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 0.05x70 мм AISI 441 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-05x70-mm-aisi-441-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,05;70;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-05x70-mm-aisi-441-vysokonagartovannaya-2b.jpg
441;Лента нержавеющая 1.80x50 мм AISI 441 высоконагартованная 2BA;lenta-nerzhaveyuschaya-1-80x50-mm-aisi-441-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;1,8;50;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-1-80x50-mm-aisi-441-vysokonagartovannaya-2ba.jpg
441;Лента нержавеющая 0.05x30 мм AISI 441 высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-05x30-mm-aisi-441-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,05;30;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-05x30-mm-aisi-441-vysokonagartovannaya-2ba.jpg
441;Лента нержавеющая 0.18x200 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-0-18x200-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,18;200;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-18x200-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 0.35x60 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-0-35x60-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,35;60;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-35x60-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 2.50x380 мм AISI 441 мягкая 2BA;lenta-nerzhaveyuschaya-2-50x380-mm-aisi-441-myagkaya-2ba;сам впишу;сам впишу;сам впишу;2,5;380;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-2-50x380-mm-aisi-441-myagkaya-2ba.jpg
441;Лента нержавеющая 0.06x50 мм AISI 441 высоконагартованная 2B;lenta-nerzhaveyuschaya-0-06x50-mm-aisi-441-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,06;50;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-06x50-mm-aisi-441-vysokonagartovannaya-2b.jpg
441;Лента нержавеющая 0.06x30 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-0-06x30-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,06;30;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-06x30-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 1.80x240 мм AISI 441 нагартованная BA;lenta-nerzhaveyuschaya-1-80x240-mm-aisi-441-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,8;240;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-80x240-mm-aisi-441-nagartovannaya-ba.jpg
441;Лента нержавеющая 0.18x300 мм AISI 441 нагартованная 2B;lenta-nerzhaveyuschaya-0-18x300-mm-aisi-441-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,18;300;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-18x300-mm-aisi-441-nagartovannaya-2b.jpg
441;Лента нержавеющая 0.50x40 мм AISI 441 высоконагартованная BA;lenta-nerzhaveyuschaya-0-50x40-mm-aisi-441-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,5;40;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-50x40-mm-aisi-441-vysokonagartovannaya-ba.jpg
441;Лента нержавеющая 1.80x320 мм AISI 441 нагартованная 2BA;lenta-nerzhaveyuschaya-1-80x320-mm-aisi-441-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;1,8;320;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-1-80x320-mm-aisi-441-nagartovannaya-2ba.jpg
904L;Лента нержавеющая 0.06x100 мм AISI 904L высоконагартованная BA;lenta-nerzhaveyuschaya-0-06x100-mm-aisi-904l-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,06;100;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-06x100-mm-aisi-904l-vysokonagartovannaya-ba.jpg
904L;Лента нержавеющая 0.06x10 мм AISI 904L нагартованная 2B;lenta-nerzhaveyuschaya-0-06x10-mm-aisi-904l-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,06;10;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-06x10-mm-aisi-904l-nagartovannaya-2b.jpg
904L;Лента нержавеющая 0.18x45 мм AISI 904L нагартованная BA;lenta-nerzhaveyuschaya-0-18x45-mm-aisi-904l-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,18;45;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-18x45-mm-aisi-904l-nagartovannaya-ba.jpg
904L;Лента нержавеющая 0.35x40 мм AISI 904L нагартованная 2B;lenta-nerzhaveyuschaya-0-35x40-mm-aisi-904l-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,35;40;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-35x40-mm-aisi-904l-nagartovannaya-2b.jpg
904L;Лента нержавеющая 2.50x45 мм AISI 904L высоконагартованная BA;lenta-nerzhaveyuschaya-2-50x45-mm-aisi-904l-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;2,5;45;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-2-50x45-mm-aisi-904l-vysokonagartovannaya-ba.jpg
904L;Лента нержавеющая 2.00x370 мм AISI 904L нагартованная 2BA;lenta-nerzhaveyuschaya-2-00x370-mm-aisi-904l-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;2;370;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-2-00x370-mm-aisi-904l-nagartovannaya-2ba.jpg
904L;Лента нержавеющая 0.08x210 мм AISI 904L мягкая 2BA;lenta-nerzhaveyuschaya-0-08x210-mm-aisi-904l-myagkaya-2ba;сам впишу;сам впишу;сам впишу;0,08;210;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-0-08x210-mm-aisi-904l-myagkaya-2ba.jpg
904L;Лента нержавеющая 0.50x12 мм AISI 904L мягкая BA;lenta-nerzhaveyuschaya-0-50x12-mm-aisi-904l-myagkaya-ba;сам впишу;сам впишу;сам впишу;0,5;12;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-0-50x12-mm-aisi-904l-myagkaya-ba.jpg
904L;Лента нержавеющая 0.35x380 мм AISI 904L высоконагартованная BA;lenta-nerzhaveyuschaya-0-35x380-mm-aisi-904l-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,35;380;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-35x380-mm-aisi-904l-vysokonagartovannaya-ba.jpg
904L;Лента нержавеющая 0.45x220 мм AISI 904L мягкая BA;lenta-nerzhaveyuschaya-0-45x220-mm-aisi-904l-myagkaya-ba;сам впишу;сам впишу;сам впишу;0,45;220;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-0-45x220-mm-aisi-904l-myagkaya-ba.jpg
904L;Лента нержавеющая 0.45x12 мм AISI 904L мягкая BA;lenta-nerzhaveyuschaya-0-45x12-mm-aisi-904l-myagkaya-ba;сам впишу;сам впишу;сам впишу;0,45;12;Мягкая;BA;;В наличии;lenta-nerzhaveyuschaya-0-45x12-mm-aisi-904l-myagkaya-ba.jpg
904L;Лента нержавеющая 3.50x250 мм AISI 904L нагартованная 2BA;lenta-nerzhaveyuschaya-3-50x250-mm-aisi-904l-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;3,5;250;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-3-50x250-mm-aisi-904l-nagartovannaya-2ba.jpg
904L;Лента нержавеющая 0.08x230 мм AISI 904L мягкая 2B;lenta-nerzhaveyuschaya-0-08x230-mm-aisi-904l-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,08;230;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-08x230-mm-aisi-904l-myagkaya-2b.jpg
904L;Лента нержавеющая 0.50x400 мм AISI 904L высоконагартованная BA;lenta-nerzhaveyuschaya-0-50x400-mm-aisi-904l-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,5;400;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-50x400-mm-aisi-904l-vysokonagartovannaya-ba.jpg
904L;Лента нержавеющая 0.30x170 мм AISI 904L нагартованная 2B;lenta-nerzhaveyuschaya-0-30x170-mm-aisi-904l-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,3;170;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-30x170-mm-aisi-904l-nagartovannaya-2b.jpg
904L;Лента нержавеющая 3.00x300 мм AISI 904L мягкая 2BA;lenta-nerzhaveyuschaya-3-00x300-mm-aisi-904l-myagkaya-2ba;сам впишу;сам впишу;сам впишу;3;300;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-3-00x300-mm-aisi-904l-myagkaya-2ba.jpg
904L;Лента нержавеющая 0.80x180 мм AISI 904L высоконагартованная BA;lenta-nerzhaveyuschaya-0-80x180-mm-aisi-904l-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,8;180;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-80x180-mm-aisi-904l-vysokonagartovannaya-ba.jpg
904L;Лента нержавеющая 4.00x50 мм AISI 904L мягкая 2B;lenta-nerzhaveyuschaya-4-00x50-mm-aisi-904l-myagkaya-2b;сам впишу;сам впишу;сам впишу;4;50;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-4-00x50-mm-aisi-904l-myagkaya-2b.jpg
904L;Лента нержавеющая 0.12x120 мм AISI 904L мягкая 2B;lenta-nerzhaveyuschaya-0-12x120-mm-aisi-904l-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,12;120;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-12x120-mm-aisi-904l-myagkaya-2b.jpg
904L;Лента нержавеющая 1.20x25 мм AISI 904L высоконагартованная 2B;lenta-nerzhaveyuschaya-1-20x25-mm-aisi-904l-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;1,2;25;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-1-20x25-mm-aisi-904l-vysokonagartovannaya-2b.jpg
904L;Лента нержавеющая 0.70x380 мм AISI 904L нагартованная 2BA;lenta-nerzhaveyuschaya-0-70x380-mm-aisi-904l-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,7;380;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-70x380-mm-aisi-904l-nagartovannaya-2ba.jpg
904L;Лента нержавеющая 1.80x380 мм AISI 904L высоконагартованная 2BA;lenta-nerzhaveyuschaya-1-80x380-mm-aisi-904l-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;1,8;380;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-1-80x380-mm-aisi-904l-vysokonagartovannaya-2ba.jpg
904L;Лента нержавеющая 1.20x160 мм AISI 904L нагартованная 2B;lenta-nerzhaveyuschaya-1-20x160-mm-aisi-904l-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;1,2;160;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-1-20x160-mm-aisi-904l-nagartovannaya-2b.jpg
904L;Лента нержавеющая 0.08x260 мм AISI 904L высоконагартованная BA;lenta-nerzhaveyuschaya-0-08x260-mm-aisi-904l-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,08;260;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-08x260-mm-aisi-904l-vysokonagartovannaya-ba.jpg
904L;Лента нержавеющая 0.30x130 мм AISI 904L мягкая 2BA;lenta-nerzhaveyuschaya-0-30x130-mm-aisi-904l-myagkaya-2ba;сам впишу;сам впишу;сам впишу;0,3;130;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-0-30x130-mm-aisi-904l-myagkaya-2ba.jpg
904L;Лента нержавеющая 0.40x300 мм AISI 904L нагартованная 2B;lenta-nerzhaveyuschaya-0-40x300-mm-aisi-904l-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,4;300;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-40x300-mm-aisi-904l-nagartovannaya-2b.jpg
904L;Лента нержавеющая 0.60x240 мм AISI 904L мягкая 2B;lenta-nerzhaveyuschaya-0-60x240-mm-aisi-904l-myagkaya-2b;сам впишу;сам впишу;сам впишу;0,6;240;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-0-60x240-mm-aisi-904l-myagkaya-2b.jpg
904L;Лента нержавеющая 0.40x140 мм AISI 904L высоконагартованная 2B;lenta-nerzhaveyuschaya-0-40x140-mm-aisi-904l-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,4;140;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-40x140-mm-aisi-904l-vysokonagartovannaya-2b.jpg
904L;Лента нержавеющая 0.08x300 мм AISI 904L нагартованная BA;lenta-nerzhaveyuschaya-0-08x300-mm-aisi-904l-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;0,08;300;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-0-08x300-mm-aisi-904l-nagartovannaya-ba.jpg
904L;Лента нержавеющая 1.00x15 мм AISI 904L высоконагартованная BA;lenta-nerzhaveyuschaya-1-00x15-mm-aisi-904l-vysokonagartovannaya-ba;сам впишу;сам впишу;сам впишу;1;15;Высоконагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-00x15-mm-aisi-904l-vysokonagartovannaya-ba.jpg
904L;Лента нержавеющая 1.50x260 мм AISI 904L мягкая 2BA;lenta-nerzhaveyuschaya-1-50x260-mm-aisi-904l-myagkaya-2ba;сам впишу;сам впишу;сам впишу;1,5;260;Мягкая;2BA;;В наличии;lenta-nerzhaveyuschaya-1-50x260-mm-aisi-904l-myagkaya-2ba.jpg
904L;Лента нержавеющая 0.06x240 мм AISI 904L нагартованная 2B;lenta-nerzhaveyuschaya-0-06x240-mm-aisi-904l-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,06;240;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-06x240-mm-aisi-904l-nagartovannaya-2b.jpg
904L;Лента нержавеющая 2.00x70 мм AISI 904L мягкая 2B;lenta-nerzhaveyuschaya-2-00x70-mm-aisi-904l-myagkaya-2b;сам впишу;сам впишу;сам впишу;2;70;Мягкая;2B;;В наличии;lenta-nerzhaveyuschaya-2-00x70-mm-aisi-904l-myagkaya-2b.jpg
904L;Лента нержавеющая 2.00x240 мм AISI 904L высоконагартованная 2BA;lenta-nerzhaveyuschaya-2-00x240-mm-aisi-904l-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;2;240;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-2-00x240-mm-aisi-904l-vysokonagartovannaya-2ba.jpg
904L;Лента нержавеющая 1.20x190 мм AISI 904L нагартованная BA;lenta-nerzhaveyuschaya-1-20x190-mm-aisi-904l-nagartovannaya-ba;сам впишу;сам впишу;сам впишу;1,2;190;Нагартованная;BA;;В наличии;lenta-nerzhaveyuschaya-1-20x190-mm-aisi-904l-nagartovannaya-ba.jpg
904L;Лента нержавеющая 0.50x170 мм AISI 904L высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-50x170-mm-aisi-904l-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,5;170;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-50x170-mm-aisi-904l-vysokonagartovannaya-2ba.jpg
904L;Лента нержавеющая 0.06x170 мм AISI 904L нагартованная 2B;lenta-nerzhaveyuschaya-0-06x170-mm-aisi-904l-nagartovannaya-2b;сам впишу;сам впишу;сам впишу;0,06;170;Нагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-0-06x170-mm-aisi-904l-nagartovannaya-2b.jpg
904L;Лента нержавеющая 0.10x370 мм AISI 904L нагартованная 2BA;lenta-nerzhaveyuschaya-0-10x370-mm-aisi-904l-nagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,1;370;Нагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-10x370-mm-aisi-904l-nagartovannaya-2ba.jpg
904L;Лента нержавеющая 0.30x120 мм AISI 904L высоконагартованная 2BA;lenta-nerzhaveyuschaya-0-30x120-mm-aisi-904l-vysokonagartovannaya-2ba;сам впишу;сам впишу;сам впишу;0,3;120;Высоконагартованная;2BA;;В наличии;lenta-nerzhaveyuschaya-0-30x120-mm-aisi-904l-vysokonagartovannaya-2ba.jpg
904L;Лента нержавеющая 1.20x170 мм AISI 904L высоконагартованная 2B;lenta-nerzhaveyuschaya-1-20x170-mm-aisi-904l-vysokonagartovannaya-2b;сам впишу;сам впишу;сам впишу;1,2;170;Высоконагартованная;2B;;В наличии;lenta-nerzhaveyuschaya-1-20x170-mm-aisi-904l-vysokonagartovannaya-2b.jpg
